DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
38:52.9,-8.207,115.949,25,6.1,Mb,223,,,0,NEI,1979053040
47:58.1,-30.812,117.179,6,6.1,Ms,104,,,0,NEI,1979060240
32:50.8,-36.28,-97.953,10,6,Ms,46,,,0,NEI,1979061040
49:51.9,8.106,-38.086,10,6,Ms,247,,,0,NEI,1979061040
30:54.3,17,-94.609,107,6.3,Mb,348,,,0,NEI,1979062240
29:05.6,-4.98,145.577,189,6.2,Mb,320,,,0,NEI,1979062540
50:03.5,7.164,-82.253,10,6.1,Ms,226,,,0,NEI,1979062740
38:04.0,8.316,-82.943,28,6.5,Ms,174,,,0,NEI,1979070140
07:45.2,43.953,146.704,78,6,Mb,319,,,0,NEI,1979070440
08:09.5,-5.627,153.305,44,6.1,Ms,141,,,0,NEI,1979070940
31:19.8,-11.149,107.709,31,6.9,Ms,287,,,0,NEI,1979072440
56:58.3,-21.892,-138.993,0,6,Mb,220,,,0,NEI,1979072540
53:45.9,-22.715,-177.494,181,6.4,Mb,157,,,0,NEI,1979080540
31:26.3,41.814,130.786,588,6.1,Mb,353,,,0,NEI,1979081640
59:07.4,-17.715,167.848,17,6.1,Ms,123,,,0,NEI,1979081740
50:52.2,36.479,70.134,229,6.1,Mb,367,,,0,NEI,1979082040
26:54.2,8.951,-83.483,40,6.4,Ms,328,,,0,NEI,1979082440
44:04.0,10.731,-41.688,10,6.6,Ms,299,,,0,NEI,1979082540
47:24.5,-17.675,167.683,10,6,Ms,126,,,0,NEI,1979082640
31:22.1,19.066,122.096,15,7.1,Ms,289,,,0,NEI,1979082640
17:51.4,-1.679,136.04,5,7.9,Ms,175,,,0,NEI,1979091240
03:25.1,-60.526,-50.304,10,6.2,Ms,69,,,0,NEI,1979092340
37:12.5,1.193,94.245,27,6.8,Ms,315,,,0,NEI,1979092940
25:22.3,-46.675,165.707,33,7.4,Ms,88,,,0,NEI,1979101240
16:53.9,32.6673,-115.3592,15,6.4,Mw,76,,,0.5,CI,33520
43:02.7,18.524,145.281,601,6.1,Mb,248,,,0,NEI,1979101740
29:26.4,-1.161,136.598,33,6,Mb,109,,,0,NEI,1979101740
35:26.9,51.859,177.129,62,6,Mb,315,,,0,NEI,1979101840
41:10.4,-8.254,115.847,38,6.2,Ms,221,,,0,NEI,1979102040
58:48.9,0.666,125.921,33,6.3,Ms,283,,,0,NEI,1979102240
51:06.7,-10.615,161.284,22,7.1,Ms,143,,,0,NEI,1979102340
35:57.3,13.833,-90.881,58,6.8,Ms,311,,,0,NEI,1979102740
43:24.9,13.778,-90.73,65,6.6,Ms,297,,,0,NEI,1979102740
32:19.7,-13.319,166.656,33,6.1,Mb,96,,,0,NEI,1979110240
53:03.5,-7.656,108.252,62,6.1,Mb,217,,,0,NEI,1979110240
38:31.5,-9.498,159.22,30,6.1,Ms,149,,,0,NEI,1979110640
39:25.0,-13.294,166.743,45,6.1,Ms,246,,,0,NEI,1979110940
05:02.5,-4.437,102.015,47,6.3,Ms,168,,,0,NEI,1979111340
43:38.8,-23.576,-174.858,32,6.6,Ms,153,,,0,NEI,1979111340
21:22.1,33.918,59.741,33,6.6,Ms,205,,,0,NEI,1979111440
21:25.7,-16.76,-179.984,33,6.9,Ms,117,,,0,NEI,1979111640
17:20.2,5.861,125.295,85,6.1,Mb,214,,,0,NEI,1979111940
40:29.8,4.805,-76.217,108,6.4,Mb,311,,,0,NEI,1979112340
19:04.3,-18.937,-176.594,33,6.2,Ms,132,,,0,NEI,1979112440
10:32.9,33.962,59.726,10,7.1,Ms,230,,,0,NEI,1979112740
24:00.2,34.033,59.817,31,6,Ms,175,,,0,NEI,1979120740
26:16.8,28.882,140.701,110,6.1,Mb,227,,,0,NEI,1979121140
59:03.3,1.598,-79.358,24,7.7,Ms,205,,,0,NEI,1979121240
02:41.6,-3.299,102.712,33,6.6,Ms,82,,,0,NEI,1979121540
58:23.8,-8.39,115.889,33,6.3,Ms,92,,,0,NEI,1979121740
42:40.0,38.815,-27.78,10,6.7,Ms,249,,,0,NEI,1980010140
58:44.2,5.984,126.188,63,6,Mb,178,,,0,NEI,1980010240
57:01.9,41.679,143.589,33,6,Ms,206,,,0,NEI,1980011240
19:40.2,-22.398,-175.035,33,6,Ms,88,,,0,NEI,1980011440
58:39.8,-17.649,-171.184,33,6.4,Ms,148,,,0,NEI,1980020340
45:56.0,-57.907,-7.188,10,6.2,Ms,54,,,0,NEI,1980020440
49:16.0,-54.158,158.89,10,6.5,Ms,37,,,0,NEI,1980020740
09:29.6,36.517,76.892,63,6.1,Mb,241,,,0,NEI,1980021340
25:48.9,44.533,149.739,35,6,Ms,193,,,0,NEI,1980021540
02:47.2,30.506,88.583,33,6.2,Ms,224,,,0,NEI,1980022240
51:03.2,43.53,146.753,44,7,Ms,316,,,0,NEI,1980022340
17:20.2,-6.017,150.189,53,6.6,Ms,180,,,0,NEI,1980022740
13:26.7,6.299,126.881,104,6.1,Mb,177,,,0,NEI,1980022940
28:57.1,26.993,126.621,33,6.3,Ms,133,,,0,NEI,1980030240
29:56.0,-22.811,171.39,43,6,Ms,81,,,0,NEI,1980030840
12:10.3,-22.673,171.357,38,6.7,Ms,99,,,0,NEI,1980030840
59:51.3,52.969,-167.67,33,6.9,Ms,350,,,0,NEI,1980032440
02:19.3,52.6,-167.453,33,6.1,Mb,78,,,0,NEI,1980032440
43:37.9,23.867,-45.558,10,6.3,Ms,261,,,0,NEI,1980032640
41:47.7,16.13,121.962,43,6.3,Ms,217,,,0,NEI,1980033140
04:31.1,-20.561,-173.803,33,6.2,Ms,118,,,0,NEI,1980033140
11:54.9,-20.686,-173.588,37,6.1,Ms,65,,,0,NEI,1980040140
55:50.9,-22.957,171.173,33,6.2,Ms,49,,,0,NEI,1980041140
04:31.9,-23.466,-177.297,79,6.7,Mb,170,,,0,NEI,1980041340
39:03.9,-10.878,164.076,33,6.1,Ms,92,,,0,NEI,1980041440
37:49.3,11.736,57.706,10,6.2,Ms,155,,,0,NEI,1980042040
35:20.4,38.053,48.985,46,6.2,Ms,159,,,0,NEI,1980050440
32:42.7,-55.835,147.248,10,6.4,Ms,67,,,0,NEI,1980050940
37:34.9,-14.464,167.902,20,6.1,Ms,103,,,0,NEI,1980051240
26:00.6,-6.007,154.513,57,6.1,Mb,129,,,0,NEI,1980051440
58:25.3,-6.197,125.76,33,6.1,Ms,98,,,0,NEI,1980051540
33:44.0,37.5903,-118.831,9.01,6.1,ML,12,159,1,0.15,NC,10530
49:27.2,37.6768,-118.8997,8.67,6,ML,44,55,7,1.35,NC,10530
44:50.9,37.5538,-118.807,14.2,6.1,ML,7,191,4,0.1,NC,10530
41:42.9,-19.364,-69.238,114,6.1,Mb,222,,,0,NEI,1980052641
01:34.8,-18.649,-174.748,33,6.1,Mb,223,,,0,NEI,1980052740
50:56.8,37.5033,-118.8055,16.09,6.2,ML,20,183,5,0.12,NC,10531
28:19.1,32.1998,-115.1222,6,6.3,Mw,13,,,0.62,CI,97301
14:21.4,9.754,126.64,19,6,Ms,19,,,0,NEI,1980060940
48:58.8,-7.348,128.542,167,6,Mb,108,,,0,NEI,1980061640
18:32.4,-5.178,152.111,61,6,Mb,148,,,0,NEI,1980061840
49:10.0,-15.268,-173.57,43,6.5,Ms,156,,,0,NEI,1980061840
14:54.5,9.475,126.657,54,6.8,Ms,124,,,0,NEI,1980061840
31:38.7,-29.956,-177.987,51,6.1,Mb,126,,,0,NEI,1980061940
19:26.4,-57.973,-10.656,10,6,Mb,86,,,0,NEI,1980062140
13:20.9,-28.776,-176.687,49,6.2,Ms,114,,,0,NEI,1980062340
27:52.4,-5.977,103.958,33,6,Ms,43,,,0,NEI,1980062440
18:20.4,-5.233,151.686,49,6.5,Ms,242,,,0,NEI,1980062540
20:05.5,34.808,139.181,15,6.2,Ms,222,,,0,NEI,1980062940
19:19.8,-12.41,166.381,33,7.5,Ms,170,,,0,NEI,1980070840
11:52.8,39.269,23.041,14,6.4,Ms,156,,,0,NEI,1980070940
35:50.0,39.257,22.557,20,6.3,Ms,146,,,0,NEI,1980070940
56:53.2,-12.689,166.004,33,6.7,Ms,41,,,0,NEI,1980070940
15:01.7,-29.273,-177.154,49,6.6,Ms,84,,,0,NEI,1980071440
56:46.7,-4.456,143.521,84,6.5,Mb,151,,,0,NEI,1980071640
42:23.2,-12.525,165.916,33,7.9,Ms,95,,,0,NEI,1980071740
52:20.6,-28.997,-69.675,110,6.1,Mb,180,,,0,NEI,1980071940
20:03.9,-17.865,-178.625,591,6,Mb,180,,,0,NEI,1980072040
06:23.0,-20.302,169.607,122,6.1,Mb,147,,,0,NEI,1980072240
11:56.3,-13.101,166.338,48,6.7,Ms,178,,,0,NEI,1980072940
58:40.8,29.598,81.092,18,6.5,Ms,257,,,0,NEI,1980072940
47:26.1,-11.086,165.433,33,6.3,Ms,101,,,0,NEI,1980080240
45:09.5,15.888,-88.516,22,6.4,Ms,185,,,0,NEI,1980080940
07:20.1,-41.318,80.508,10,6.3,Ms,72,,,0,NEI,1980082140
10:04.2,-15.222,-173.674,39,6.2,Ms,117,,,0,NEI,1980082440
54:24.1,35.45,139.964,73,6,Mb,256,,,0,NEI,1980092440
20:37.1,-3.225,142.237,33,6.5,Ms,184,,,0,NEI,1980092640
25:59.7,-6.31,154.809,68,6,Mb,184,,,0,NEI,1980092840
00:00.0,55.8,-155.6,0,6.3,ML,0,,,,AK,1970010640
37:34.1,-15.722,-179.359,33,6,Ms,84,,,0,NEI,1980100440
04:45.6,-5.366,103.118,33,6.3,Ms,139,,,0,NEI,1980100840
19:38.2,-15.379,-173.42,33,6,Ms,120,,,0,NEI,1980100940
25:23.5,36.195,1.354,10,7.3,Ms,203,,,0,NEI,1980101040
39:09.8,36.221,1.611,10,6.2,Mb,187,,,0,NEI,1980101040
25:34.4,-21.989,170.165,33,6.7,Ms,192,,,0,NEI,1980102440
53:35.1,18.211,-98.24,72,6.4,Mb,326,,,0,NEI,1980102440
00:07.9,-21.982,170.025,33,6.7,Ms,118,,,0,NEI,1980102540
00:05.1,-21.89,169.853,33,7.2,Ms,124,,,0,NEI,1980102540
20:04.8,-22.313,170.38,33,6.5,Ms,197,,,0,NEI,1980102540
14:19.1,11.751,125.502,48,6.1,Ms,239,,,0,NEI,1980102640
20:00.0,57,-136,0,6.3,ML,0,,,,AK,1970010640
04:54.9,-13.059,166.129,33,6.2,Ms,88,,,0,NEI,1980102740
44:14.0,-21.492,169.469,33,6.4,Ms,137,,,0,NEI,1980102940
45:13.6,8.398,93.35,33,6.2,Ms,55,,,0,NEI,1980102940
52:19.6,18.954,-107.628,33,6.1,Ms,85,,,0,NEI,1980110140
27:33.2,41.0842,-124.6157,14.64,7.2,Unk,100,226,53,0.23,NC,10567
36:58.2,-51.422,28.796,10,6.7,Ms,110,,,0,NEI,1980111140
00:46.9,27.394,88.752,17,6.1,Ms,232,,,0,NEI,1980111940
34:53.8,40.914,15.366,10,6.9,Ms,265,,,0,NEI,1980112340
24:39.8,-19.426,-175.85,202,6,Mb,262,,,0,NEI,1980113040
15:03.5,-21.272,-68.153,80,6.1,Mb,195,,,0,NEI,1980121140
12:45.4,-17.593,-172.3,33,6.3,Ms,134,,,0,NEI,1980121540
47:54.7,-21.417,169.875,86,6,Mb,111,,,0,NEI,1980121740
21:58.8,49.479,-129.496,10,6.8,Ms,152,,,0,NEI,1980121740
57:57.4,-21.339,-174.359,33,6.1,Ms,88,,,0,NEI,1980121940
32:41.9,30.581,140.643,82,6.2,Mb,239,,,0,NEI,1980121940
32:11.0,46.06,151.453,33,6.5,Ms,220,,,0,NEI,1980123140
39:47.3,29.244,128.136,242,6.1,Mb,224,,,0,NEI,1981010240
06:45.5,-61.091,-55.426,22,6,Mb,72,,,0,NEI,1981011840
11:28.4,38.58,142.82,33,6.2,Ms,249,,,0,NEI,1981011840
17:24.4,38.64,142.75,33,6.9,Ms,220,,,0,NEI,1981011840
14:05.4,38.599,142.877,33,6.1,Ms,222,,,0,NEI,1981011940
11:01.0,-4.576,139.232,33,6.7,Ms,128,,,0,NEI,1981011940
44:25.7,-3.471,146.13,33,6.1,Ms,67,,,0,NEI,1981011940
34:40.1,38.215,142.672,20,6.4,Ms,207,,,0,NEI,1981012240
58:31.5,42.524,142.122,116,6.3,Mb,329,,,0,NEI,1981012340
13:51.7,30.927,101.098,33,6.8,Ms,188,,,0,NEI,1981012340
54:41.6,-29.682,60.839,10,6.8,Ms,229,,,0,NEI,1981012340
52:44.1,51.744,176.274,33,7,Ms,309,,,0,NEI,1981013040
18:33.7,-21.743,169.377,30,6.7,Ms,95,,,0,NEI,1981021740
23:02.2,-21.541,169.462,33,6,Ms,129,,,0,NEI,1981021940
45:45.1,-22.198,174.827,33,6.2,Ms,100,,,0,NEI,1981022240
53:38.4,38.222,22.934,33,6.7,Ms,248,,,0,NEI,1981022440
35:53.3,38.125,23.141,33,6.4,Ms,258,,,0,NEI,1981022540
56:13.5,-6.41,-81.416,33,6,Ms,106,,,0,NEI,1981022840
58:05.9,38.209,23.288,29,6.4,Ms,210,,,0,NEI,1981030440
42:59.5,3.893,-85.915,33,6.4,Ms,188,,,0,NEI,1981030640
52:39.3,-5.45,146.715,227,6,Mb,129,,,0,NEI,1981032140
28:10.7,-33.661,-71.892,46,6.2,Ms,162,,,0,NEI,1981032340
30:04.7,3.412,127.998,61,6.1,Mb,219,,,0,NEI,1981032640
37:09.6,-59.779,150.235,10,6.2,Ms,85,,,0,NEI,1981040940
50:06.0,-13.426,166.421,33,6.9,Ms,192,,,0,NEI,1981042440
17:33.7,-57.591,148.079,10,6.5,Ms,122,,,0,NEI,1981042740
14:48.2,-23.721,179.981,540,6,Mb,292,,,0,NEI,1981042840
41:41.2,43.233,150.222,49,6.1,Ms,272,,,0,NEI,1981043040
04:55.6,36.355,71.085,229,6.3,Mb,292,,,0,NEI,1981050240
36:06.8,-1.886,-80.885,33,6.4,Ms,113,,,0,NEI,1981050640
34:44.9,42.66,139.129,200,6,Mb,350,,,0,NEI,1981050840
39:54.8,5.829,127.008,145,6,Mb,177,,,0,NEI,1981051340
25:14.4,-48.786,164.357,33,7.6,Ms,199,,,0,NEI,1981052540
18:55.4,-5.682,151.409,71,6,Mb,278,,,0,NEI,1981052840
47:44.4,-35.56,-17.04,10,6.4,Ms,42,,,1.09,NEI,1981060340
24:25.2,29.913,57.715,33,6.1,Mb,241,,,1.04,NEI,1981061140
26:03.2,-60.171,154.712,10,6,Ms,23,,,1.09,NEI,1981061340
51:21.5,-41.697,79.929,10,6,Ms,57,,,1.14,NEI,1981062540
51:06.1,-30.269,-178.986,184,6.1,Unk,258,,,1.1,NEI,1981062640
08:24.2,-22.293,171.742,33,7,Ms,235,,,0.93,NEI,1981070640
10:57.8,-0.166,-18.837,10,6.4,Ms,153,,,1.09,NEI,1981070740
59:08.5,-17.26,167.601,30,7,Ms,87,,,1.03,NEI,1981071540
11:12.7,-21.617,169.627,39.5,6.2,Ms,221,,,1.11,NEI,1981072940
35:21.6,-5.186,151.674,65.8,6.2,Unk,250,,,0.9,NEI,1981080740
00:26.5,48.718,157.39,40,6,Mb,306,,,0.84,NEI,1981082340
29:31.5,-14.96,-173.085,25,7.7,Ms,248,,,1.19,NEI,1981090140
35:44.8,43.621,147.031,45,6.6,Ms,324,,,0.84,NEI,1981090340
15:13.6,9.964,124.035,644.5,6.4,Unk,249,,,0.92,NEI,1981090440
15:54.2,35.693,73.594,33,6.2,Mb,307,,,1.05,NEI,1981091240
23:24.6,-22.518,170.506,30,6.6,Ms,118,,,0.98,NEI,1981091740
24:43.0,-22.185,170.491,33,6,Ms,102,,,1.03,NEI,1981092140
56:18.1,-29.335,-179.039,323,6,Mb,259,,,1.04,NEI,1981092840
01:32.8,-4.57,146.123,33,6.3,Ms,192,,,0.88,NEI,1981100440
02:13.5,-20.752,-178.632,619.9,6.1,Unk,303,,,0.96,NEI,1981100740
19:20.1,-11.443,66.277,10,6,Mb,209,,,1.01,NEI,1981100740
19:40.2,-9.979,162.046,50.2,6,Mb,213,,,1.02,NEI,1981100940
47:53.0,40.229,142.287,47,6,Mb,269,,,0.85,NEI,1981101540
25:42.2,-33.134,-73.074,33,6.2,Mb,161,,,0.84,NEI,1981101640
44:55.1,-7.101,128.974,179,6.1,Mb,238,,,1.13,NEI,1981101740
22:15.6,18.048,-102.084,33,6.2,Mb,191,,,1.24,NEI,1981102540
34:17.8,-31.272,-110.649,10,6.2,Ms,100,,,1.2,NEI,1981102840
47:34.1,43.542,-127.706,10,6,Mb,232,,,1.22,NEI,1981110340
38:10.7,-20.046,-174.276,33,6.3,Mb,258,,,0.98,NEI,1981110440
47:49.1,-3.558,143.79,33,6.9,Ms,187,,,1.24,NEI,1981110640
29:51.1,-32.199,-71.336,65.2,6.2,Mb,238,,,0.98,NEI,1981110740
42:55.4,-17.088,66.691,10,6,Ms,144,,,1.13,NEI,1981110740
18:17.5,-65.635,179.899,10,6,Ms,26,,,1.39,NEI,1981111540
53:18.8,-22.141,169.503,33,6.2,Ms,158,,,1,NEI,1981111640
37:48.7,-29.516,-177.228,33,6,Ms,176,,,1.04,NEI,1981111840
05:20.6,18.752,120.839,24,6.2,Mb,298,,,1.02,NEI,1981112240
30:32.6,-22.504,170.635,29.8,6.7,Ms,215,,,1.06,NEI,1981112440
50:48.9,-6.171,152.045,33,6,Mb,241,,,1.16,NEI,1981120640
45:57.6,-6.087,148.178,69.5,6.3,Unk,122,,,1.06,NEI,1981121140
52:37.2,23.932,125.856,10,6.1,Mb,253,,,1.11,NEI,1981121240
10:50.7,39.243,25.227,10,6.2,Mb,218,,,1.19,NEI,1981121940
33:20.7,-29.97,-177.61,28,6.8,Ms,264,,,1.19,NEI,1981122440
05:32.5,-29.934,-177.741,33,7.1,Ms,248,,,1.22,NEI,1981122640
51:01.6,26.823,142.557,22.2,6.7,Ms,290,,,0.9,NEI,1982010140
05:01.3,18.014,145.626,590.2,6.1,Mb,207,,,0.9,NEI,1982010440
20:53.6,-23.165,-177.312,195,6.1,Unk,244,,,1.11,NEI,1982010440
10:06.5,13.752,124.358,45.7,6,Mb,205,,,1.14,NEI,1982011140
06:43.3,-9.55,152.161,33,6,Mb,136,,,1.01,NEI,1982011340
48:21.8,-9.513,152.146,33,6,Ms,116,,,0.87,NEI,1982011540
37:30.3,31.696,82.246,33,6,Mb,217,,,1.11,NEI,1982012340
29:33.5,53.222,-165.719,60,6.5,Unk,300,,,1.01,NEI,1982012540
26:15.5,-27.383,-71.782,33,6.1,Mb,10,,,0.83,NEI,1982012840
35:10.6,16.737,-61.43,63.3,6,Mb,282,,,1,NEI,1982013040
26:50.4,-10.861,166.015,36,6,Mb,180,,,1.13,NEI,1982022040
18:20.2,33.579,140.999,18,6.2,Mb,306,,,0.95,NEI,1982022040
11:49.5,-22.426,173.624,45,6,Ms,146,,,1.34,NEI,1982030440
58:43.5,-56.037,-27.291,102,6,Mb,161,,,1.01,NEI,1982031040
32:27.1,-9.265,118.479,33,6.1,Mb,186,,,1.28,NEI,1982031140
32:07.7,42.158,142.361,44,6.7,Ms,353,,,1.13,NEI,1982032140
05:39.6,-52.733,-46.782,10,6,Ms,88,,,1.25,NEI,1982032540
45:35.8,-11.102,162.943,73,6.1,Unk,86,,,1.12,NEI,1982032740
52:34.6,-31.485,-178.66,79,6.1,Unk,263,,,1.06,NEI,1982032840
24:51.1,-12.69,-76.065,95,6.1,Mb,270,,,1.03,NEI,1982032840
20:26.7,-15.471,-179.61,33,6.3,Ms,136,,,1.28,NEI,1982032940
33:55.4,0.088,123.332,187.2,6,Mb,241,,,1.19,NEI,1982032940
56:53.4,14.315,-92.082,64.8,6,Mb,281,,,1.01,NEI,1982040640
34:44.4,-30.185,-177.89,35,6.1,Ms,188,,,1.16,NEI,1982041240
04:51.2,-15.792,-172.985,33,6,Ms,184,,,0.92,NEI,1982041640
20:57.9,19.871,120.526,10.3,6.2,Mb,304,,,0.88,NEI,1982041740
19:38.0,-29.318,-177.151,25.4,6.5,Ms,155,,,1.29,NEI,1982050240
38:34.9,-60.597,-20.877,10,6.7,Ms,90,,,1.39,NEI,1982050740
21:15.0,55.138,165.401,33,6,Mb,293,,,1.08,NEI,1982053140
18:55.7,7.776,135.777,33,6,Mb,172,,,1.26,NEI,1982053140
14:15.4,-41.548,-75.106,33,6.1,Ms,220,,,1.05,NEI,1982060140
37:34.6,-18.083,-172.492,33,6.4,Ms,313,,,1.21,NEI,1982060240
52:37.4,16.607,-98.149,40.5,6,Mb,272,,,1.09,NEI,1982060740
59:40.2,16.558,-98.358,33.8,7,Ms,307,,,1.06,NEI,1982060740
38:09.8,-17.616,-174.414,123,6.9,Unk,339,,,1.05,NEI,1982061140
21:58.0,13.313,-89.339,81.6,7,Unk,367,,,1.17,NEI,1982061940
18:40.5,-7.339,126.043,450,6.8,Unk,312,,,1.09,NEI,1982062240
57:34.2,44.679,151.143,33,6.9,Ms,336,,,0.83,NEI,1982063040
41:53.3,51.426,-179.943,47.7,6.3,Mb,343,,,1.09,NEI,1982070140
20:06.8,27.929,136.967,536,6.5,Unk,314,,,1.04,NEI,1982070440
43:03.7,-51.225,160.513,10,7,Ms,286,,,1.29,NEI,1982070740
02:08.0,-21.735,173.132,36.9,6.2,Ms,137,,,1.19,NEI,1982071740
23:53.6,36.194,141.702,36.6,6.2,Mb,271,,,1,NEI,1982072340
29:15.5,51.755,176.137,37.8,6.2,Mb,324,,,0.93,NEI,1982073140
32:52.9,-12.597,165.931,30.7,7.1,Ms,165,,,1.42,NEI,1982080540
56:22.7,-11.143,115.418,33,6.1,Mb,287,,,1.1,NEI,1982080740
22:24.4,33.772,22.961,31,6,Mb,299,,,1.09,NEI,1982081740
59:01.5,6.718,-82.68,10,6.2,Mb,199,,,1.21,NEI,1982081940
32:00.3,43.913,148.478,33,6,Mb,300,,,1.08,NEI,1982090340
39:39.1,-15.296,-173.089,33,6.3,Ms,207,,,1.15,NEI,1982090340
31:14.9,-25.524,-176.245,33,6,Ms,200,,,1.01,NEI,1982090440
47:02.7,29.325,140.36,175.8,6.7,Unk,413,,,1.07,NEI,1982090640
48:54.3,56.75,-151.77,30,6,ML,0,,,,AK,1970010640
17:02.8,-7.23,147.991,36.8,6.4,Ms,26,,,1.32,NEI,1982091440
22:55.3,-14.493,-70.785,128.3,6.3,Unk,343,,,1.03,NEI,1982091540
28:24.8,-23.469,-179.852,546,6.2,Unk,273,,,0.86,NEI,1982091740
57:45.3,-26.93,-175.963,33,6.1,Ms,77,,,1.55,NEI,1982092040
14:36.8,-24.271,-176.674,40,6,Mb,237,,,1.26,NEI,1982092840
15:56.6,-7.156,125.876,515.2,6.6,Unk,309,,,0.96,NEI,1982100740
43:45.6,-6.65,101.63,33,6.1,Mb,275,,,0.96,NEI,1982111140
57:52.4,-1.719,-76.703,195,6.4,Unk,285,,,1.08,NEI,1982111840
27:13.8,-10.599,-74.699,14,6.3,Ms,274,,,1.08,NEI,1982111940
55:38.9,50.205,147.727,622.3,6.1,Unk,330,,,1,NEI,1982112740
29:59.7,-13.323,167.205,256.7,6.1,Unk,232,,,1.14,NEI,1982120340
12:48.1,14.701,44.379,5,6,Mb,303,,,0,NEI,1982121340
40:48.7,36.148,69.011,36,6.2,Mb,296,,,1.11,NEI,1982121640
43:03.7,24.595,122.547,86.9,6.1,Mb,298,,,1.16,NEI,1982121740
43:54.9,-24.133,-175.864,33,7.7,Ms,104,,,1.53,NEI,1982121940
46:08.8,-23.545,-175.939,33,6.3,Ms,85,,,1.18,NEI,1982122040
49:29.0,19.945,121.397,34,6,Mb,271,,,0.95,NEI,1982122840
31:56.1,-16.943,-69.114,172,6.2,Unk,250,,,1,NEI,1983010140
21:29.5,-15.394,-173.33,33,6.1,Mb,267,,,1.12,NEI,1983010840
20:48.2,55.87,-154.21,0,6,ML,0,,,,AK,1970010640
10:12.2,-5.458,147.046,234.9,6.5,Unk,309,,,0.94,NEI,1983011640
41:29.7,38.026,20.228,14.3,6.1,Mb,329,,,1.32,NEI,1983011740
23:36.9,-57.966,-24.311,56,6.5,Ms,108,,,1.19,NEI,1983011840
17:39.6,16.147,-95.232,56.8,6.7,Ms,351,,,1.23,NEI,1983012440
09:21.4,12.942,93.582,78,6.1,Mb,379,,,1.27,NEI,1983012440
43:20.6,-49.556,-114.079,10,6,Ms,39,,,1.42,NEI,1983012640
02:21.4,-30.383,-179.339,238,6,Mb,367,,,1.21,NEI,1983012640
23:16.6,-29.707,-177.837,52,6,Mb,265,,,0.99,NEI,1983020740
35:30.0,13.837,144.935,105,6.3,Unk,205,,,1.18,NEI,1983021340
10:03.6,54.969,-159.236,33,6,Mb,281,,,1.08,NEI,1983021440
10:59.2,49.243,155.601,56,6,Mb,327,,,0.94,NEI,1983022640
27:48.4,43.813,147.397,33,6.2,Mb,334,,,0.97,NEI,1983031040
10:41.6,-6.972,147.389,61.7,6,Mb,224,,,0.94,NEI,1983031140
36:35.8,-4.056,127.924,16.9,6,Mb,257,,,1.08,NEI,1983031240
05:50.0,-4.883,153.581,88.8,7.6,Ms,334,,,1.31,NEI,1983031840
44:17.8,-21.466,-175.451,68,6.4,Unk,315,,,0.97,NEI,1983032140
50:01.2,8.717,-83.123,37,7.3,Ms,318,,,1.04,NEI,1983040340
51:34.4,5.723,94.722,78.5,6.8,Unk,426,,,1.03,NEI,1983040440
04:20.6,52.931,159.858,38,6,Mb,287,,,0.89,NEI,1983040440
12:47.2,49.408,155.602,51,6.1,Mb,335,,,0.94,NEI,1983040440
58:59.0,-15.038,167.289,123,6.2,Mb,196,,,1.03,NEI,1983040440
18:10.1,10.419,-62.764,40,6,Mb,350,,,1.09,NEI,1983041140
07:54.5,-4.843,-78.103,104.2,6.7,Unk,382,,,1.16,NEI,1983041240
06:56.6,-20.725,169.232,26.1,6.2,Ms,198,,,1.31,NEI,1983041740
58:51.3,27.793,62.054,64,6.5,Mb,369,,,1.17,NEI,1983041840
08:47.9,-8.875,157.669,12.4,6.1,Ms,105,,,1.25,NEI,1983042440
03:49.2,41.473,143.764,30.4,6.5,Mb,465,,,0.97,NEI,1983043040
10:40.4,46.353,153.453,24,6.1,Mb,323,,,0.95,NEI,1983050140
42:38.1,36.2317,-120.312,10.18,6.7,ML,54,137,3,0.07,NC,10911
02:35.8,-5.399,150.896,112.4,6.1,Mb,301,,,1.03,NEI,1983051040
27:31.9,-4.805,152.509,71.6,6.5,Ms,293,,,0.95,NEI,1983051040
24:00.7,-18.907,-175.641,33,6.5,Ms,203,,,1.23,NEI,1983051540
59:59.6,40.462,139.102,23.7,7.7,Ms,481,,,1.15,NEI,1983052640
59:54.7,-17.038,-174.605,179.6,6.6,Unk,343,,,0.95,NEI,1983060140
58:44.8,-15.694,-172.812,33,6.1,Ms,118,,,1.41,NEI,1983060140
12:50.7,-9.512,-71.249,598.6,6.2,Unk,343,,,0.98,NEI,1983060240
49:03.9,40.237,139.023,30.6,6.3,Mb,443,,,0.93,NEI,1983060940
04:00.5,40.268,139.023,28,6.3,Mb,402,,,1.06,NEI,1983060940
46:00.9,51.414,-174.111,20.8,6.2,Mb,357,,,1.02,NEI,1983060940
25:27.3,41.346,139.099,9.9,6.9,Ms,468,,,1.12,NEI,1983062140
18:22.1,21.721,103.282,18.4,6.1,Mb,308,,,1.2,NEI,1983062440
06:45.8,24.176,122.402,44.1,6.1,Mb,311,,,1.02,NEI,1983062440
49:28.0,20.161,122.379,220.3,6.1,Mb,336,,,0.99,NEI,1983070340
11:39.9,-22.599,171.02,33,6.1,Mb,208,,,1.08,NEI,1983070540
05:39.8,-22.609,170.731,33.7,6.2,Ms,154,,,1.19,NEI,1983070740
56:28.4,-60.889,-53.02,10,6.9,Ms,202,,,1.19,NEI,1983071140
